"Organisation H-ID"	"Organisation Record Title"	"Short name / acronym"	"Full name of organisation"	"Alternative name(s)"	"Organisation type"	subtype	Country(ies)	"Logo or representative image"	"Logo or representative image ID"	"Logo or representative image Name"	"Logo or representative image Path"	"Short description"	"Start date"	"Start date (temporal)"	"End date"	"End date (temporal)"	Thumbnail	"Thumbnail (temporal)"	Location	"Short description"	"subordinateTo (Organisation) H-ID"	"subordinateTo (Organisation) Record Title"	"Contact details or URL"	"Location (mappable point)"	note	"Related files"	"Related files ID"	"Related files Name"	"Related files Path"	"CartulR Entity ID"	mediumId	indexReference	IndexFontenay
97680	"Langres, diocèse"		"Langres , diocèse"				France																	"POINT(5.33308 47.86263)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e265785|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e265806	
97682	"Langres, officialité"		"Langres, officialité"				France																	"POINT(5.33308 47.86263)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e265818	
97683	"Banhacum, homines et universitas"		"Banhacum, homines et universitas"	"Lanhacum (forme fautive), homines et universitas"			France					"Lanhacum, corr. Banhacum, homines et universitas"												"POINT(2.16667 44.66667)"	"Corriger ""Banhacum""."							Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e265872	
97688	"Lanta, seigneurie"		"Lanta, seigneurie"				France					seigneur												"POINT(1.6545 43.56076)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266002	
97690	"Aumunemont ?, fief"		"Aumunemont ?, fief"				France																									Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145530	
97693	"Laon, abbaye Saint-Jean (de)"		"Laon, abbaye Saint-Jean (de)"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266059	
97694	"Laon, abbaye Saint-Martin (de)"		"Laon, abbaye Saint-Martin (de)"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266071	
97695	"Laon, commune"		"Laon, commune"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266086	
97696	"Laon, diocèse"		"Laon, diocèse"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266098|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266209	
97697	"Laon, écoliers de la cité et du diocèse"		"Laon, écoliers de la cité et du diocèse"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266114	
97700	"Laon, église cathédrale Notre-Dame, chapitre"		"Laon, église cathédrale Notre-Dame, chapitre"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266156|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266138|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266184	
97703	"Laon, église cathédrale Notre-Dame (de), chapitre, trésorerie"		"Laon, église cathédrale Notre-Dame (de), chapitre, trésorerie"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266196	
97708	"Laon, prévôté"		"Laon, prévôté"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266260|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266248	
97709	"Laon, Saint-Nicolas du Val-des-Écoliers, prieuré (de)"		"Laon, Saint-Nicolas du Val-des-Écoliers, prieuré (de)"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266275|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266316	
97710	"Laon, commanderie du Temple"		"Laon, commanderie du Temple"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266304	
97712	"Aunay-sur-Odon, abbaye Notre-Dame, O.C."		"Aunay-sur-Odon, abbaye Notre-Dame, O.C."				France					"abbaye Notre-Dame"												"POINT(-0.63238 49.02012)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145561	
97713	"Laon, vicomté"		"Laon, vicomté"				France																	"POINT(3.62714 49.5631)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266324	
97716	"Lapalme, seigneurs et hommes"		"Lapalme, seigneurs et hommes"				France					"seigneurs et hommes"												"POINT(2.990549369369369 42.95847288288289)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266512	
97719	"Lapenne, consuls et hommes"		"Lapenne, consuls et hommes"				France					"consuls et hommes"												"POINT(1.7504 43.14578)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266553	
97723	"Auneuil, chapellenie de Saint-Louis"		"Auneuil, chapellenie de Saint-Louis"				France					"chapellenie de Saint-Louis"												"POINT(1.99712 49.37026)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145576	
97724	"Laroque-d'Olmes, communauté"		"Laroque-d'Olmes, communauté"				France					communauté												"POINT(1.87098 42.97033)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e266777	
97731	"Latour-d'Auvergne, seigneurie"		"Latour-d'Auvergne, seigneurie"	"Tuire (de), seigneurie"			France					seigneur												"POINT(2.68929 45.53385)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267021	
97732	"Launac, seigneurie"		"Launac, seigneurie"				France					seigneur												"POINT(1.18172 43.74357)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267129	
97733	"Launay, fief (de)"		"Launay, fief (de)"				France																	"POINT(0.23916666666667 49.056944444444)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267144	
97736	"Laurabuc, cens et décimaire de Saint-Pierre"		"Laurabuc, cens et décimaire de Saint-Pierre"				France					"cens, décimaire de Saint-Pierre"												"POINT(1.97961 43.24747)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267188	
97742	"Lauragais, jugerie"		"Lauragais, jugerie"				France																	"POINT(1.916667 43.25)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267269	
97743	"Laurière, châtellenie"		"Laurière, châtellenie"				France					châtellenie												"POINT(1.47543 46.07634)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267469	
97746	"Aunis, Grand Fief, bailliage"		"Aunis , Grand Fief, bailliage"				France																	"POINT(-1 46.16667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145603	
97747	"Lautrec, Cour"		"Lautrec, Cour"				France					"Cour, notaire public"												"POINT(2.13834 43.7062)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267548	
97749	"Lautrec, vicomté"		"Lautrec, vicomté"				France																	"POINT(2.13834 43.7062)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267572|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267560	
97750	"Lauzerte, châtellenie"		"Lauzerte, châtellenie"				France					"Lauserta , — châtellenie"												"POINT(1.1378 44.25577)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267642	
97751	"Lauzerte, homines et universitas"		"Lauzerte, homines et universitas"	"Lauserta, homines et universitas"			France																	"POINT(1.1378 44.25577)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267654	
97753	"Laval, seigneurie"		"Laval, seigneurie"				France					dame												"POINT(-0.77019 48.07247)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267696	
97757	"Aunis, Grand Fief"		"Aunis, Grand Fief"				France																	"POINT(-1 46.16667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145615	
97769	"Lavaur, bailie"		"Lavaur, bailie"				France																	"POINT(1.81211 43.69886)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267810	
97770	"Lavérune, seigneurie"		"Lavérune, seigneurie"				France					seigneur												"POINT(3.80611 43.58639)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e267886	
97780	"Leaus, fief (de)"		"Leaus, fief (de)"				France																									Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e268059	
97785	"Lectoure, cité, diocèse et vicomté"		"Lectoure, cité, diocèse et vicomté"				France																	"POINT(0.62116 43.93431)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e269477	
97789	"Leicester, comté"		"Leicester, comté"				"United Kingdom"					"comte, comtesse"												"POINT(-1 52.66667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e270146	
97794	"Lembeye, commune"		"Lembeye, commune"				France																	"POINT(-0.1103 43.45019)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e270589	
97798	"Lens, bailliage"		"Lens, bailliage"				France					bailliage												"POINT(2.82791 50.43302)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e270970	
97800	"Léon, ancienne vicomté"		"Léon, ancienne vicomté"				France					"anciens vicomtes"												"POINT(-3.9868641 48.6849601)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e271000	
97806	"Lescun, seigneurie"		"Lescun, seigneurie"				France					seigneur												"POINT(-0.63493 42.93394)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e271792	
97811	"Lessay, abbaye de la Trinité O.S.B."		"Lessay, abbaye de la Trinité O.S.B."				France					"abbé et religieux"												"POINT(-1.53089 49.21703)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e272041	
97817	"Leuze, seigneurie"		"Leuze, seigneurie"				Belgium					seigneurs												"POINT(3.6214536 50.6005326)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e272351	
97818	"Vayer (Le), fief"		"Vayer (Le), fief"				France					"de Marans"																				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e272383	
97819	"Levrettes, château ou monastère"		"Levrettes, château ou monastère"				France					"château ou monastère"												"POINT(3.030219381898459 43.164905253863154)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e272691	
97820	"Lézat, archidiaconé"		"Lézat, archidiaconé"				France					archidiacre												"POINT(1.34664 43.27622)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e272721	
97828	"Liège, diocèse"		"Liège, diocèse"				Belgium					évêque												"POINT(5.5736112 50.6450944)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e272950	
97830	"Lieu-Restauré, abbaye (de)"		"Lieu-Restauré, abbaye (de)"				France																	"POINT(2.98476538 49.286482)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273014	
97834	"Auquainville, seigneurie"		"Auquainville , seigneurie"				France																	"POINT(0.2405 49.05851)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145694	
97835	"Liget, Chartreuse (du)"		"Liget, Chartreuse (du)"				France																	"POINT(1.16739 47.16194)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273081	
97837	"Lignon (Le), prieuré"		"Lignon (Le), prieuré"				France					prieuré												"POINT(-1.15387 46.18915)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273146	
97839	"Lihout, Maison-Dieu"		"Lihout, Maison-Dieu"				France					Maison-Dieu												"POINT(2.9519 48.89581)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273176	
97843	"Lille, bailliage"		"Lille, bailliage"				France																	"POINT(3.05858 50.63297)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273246|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273267	
97848	"Lille, châtellenie"		"Lille, châtellenie"				France																	"POINT(3.05858 50.63297)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273295	
97849	"Lille, échevins et conseil"		"Lille, échevins et conseil"				France																	"POINT(3.05858 50.63297)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273313	
97851	"Lille, Hôtel-Dieu"		"Lille, Hôtel-Dieu"				France																	"POINT(3.05858 50.63297)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273337	
97852	"Lille, prévôté"		"Lille, prévôté"				France																	"POINT(3.05858 50.63297)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273349	
97856	"Lillebonne, châtellenie, sergenterie"		"Lillebonne, châtellenie, sergenterie"				France																	"POINT(0.53617 49.5203)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273419	
97865	"Limoges, bailliage"		"Limoges, bailliage"				France					"bailli, bailliage"												"POINT(1.24759 45.83362)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273560	
97866	"Limoges, diocèse"		"Limoges, diocèse"				France																	"POINT(1.24759 45.83362)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273568|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273596	
97869	"Limoges, forêts du diocèse"		"Limoges, forêts du diocèse"				France																	"POINT(1.24759 45.83362)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273611	
97871	"Limoges, vicomté"		"Limoges, vicomté"				France																	"POINT(1.24759 45.83362)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273644|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273623	
97876	"Limousin, bailliage"		"Limousin, bailliage"				France																	"POINT(1.31973267 45.81922927)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273762|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273747	
97878	"Limousin, sénéchaussée"		"Limousin, sénéchaussée"				France																	"POINT(1.7 45.76667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273786	
97881	"Limoux, couvent des Dominicaines ou Pénitentes"		"Limoux, couvent des Dominicaines ou Pénitentes"				France																	"POINT(2.22173 43.05487)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273832	
97884	"Linas, chapitre"		"Linas, chapitre"				France					chantre												"POINT(2.26266 48.63041)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273874	
97886	"Lincoln, comté"		"Lincoln, comté"				"United Kingdom"					comte												"POINT(-0.53792 53.22683)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e273904	
97890	"Aurouze, château et seigneurie"		"Aurouze, château et seigneurie"				France					"château, seigneur"												"POINT(3.1245842289719605 45.23134572429909)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145832	
97894	"Lisbonne, marchands"		"Lisbonne, marchands"				Portugal					marchands												"POINT(-9.13333 38.71667)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274043	
97895	"Lisieux, cité et banlieue"		"Lisieux, cité et banlieue"				France					"cité et banlieue"												"POINT(0.22925 49.1466)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274058	
97896	"Lisieux, diocèse"		"Lisieux, diocèse"				France																	"POINT(0.22925 49.1466)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274070|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274153	
97897	"Lisieux, église cathédrale Notre-Dame"		"Lisieux, église cathédrale Notre-Dame"				France																	"POINT(0.22925 49.1466)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274098|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274131	
97898	"Lisieux, église cathédrale Notre-Dame (de), clercs du choeur"		"Lisieux, église cathédrale Notre-Dame (de), clercs du choeur"				France																	"POINT(0.22925 49.1466)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274119	
97902	"Lisieux, pauvres de la ville et du diocèse"		"Lisieux, pauvres de la ville et du diocèse"				France																	"POINT(0.22925 49.1466)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274174	
97903	"Lisle, ville et paroisse"		"Lisle, ville et paroisse"				France					"donzels, ville et paroisse"												"POINT(0.54781 45.27859)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274189	
97908	"Licques, seigneurie"		"Licques, seigneurie"	"Lisques, dominus (de)"			France					dominus												"POINT(1.935516013071895 50.79425575163402)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274300	
97913	"Livière, territoire"		"Livière, territoire"				France																	"POINT(3.030219381898459 43.164905253863154)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274405	
97914	"Livinière (La), bailie"		"Livinière (La), bailie"				France					baile												"POINT(2.63671 43.31593)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274423	
97915	"Livradois, château et châtellenie"		"Livradois, château et châtellenie"				France					"château et châtellenie"												"POINT(3.74164 45.54944)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274438	
97920	"Lizy-sur-Ourcq, juifs"		"Lizy-sur-Ourcq, juifs"				France																	"POINT(3.02178 49.02454)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274876	
97921	"Lizy-sur-Ourcq, léproserie"		"Lizy-sur-Ourcq, léproserie"				France																	"POINT(3.02178 49.02454)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274888	
97922	"Lizy-sur-Ourcq, mairie"		"Lizy-sur-Ourcq, mairie"				France																	"POINT(3.02178 49.02454)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274900	
97924	"Lizy-sur-Ourcq, seigneurie"		"Lizy-sur-Ourcq, seigneurie"				France																	"POINT(3.02178 49.02454)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274913	
97925	"Lizy-sur-Ourcq, synagogue"		"Lizy-sur-Ourcq, synagogue"				France																	"POINT(3.02178 49.02454)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274925	
97926	"Loc-Dieu, abbaye (de)"		"Loc-Dieu, abbaye (de)"				France																	"POINT(1.92231 44.37636)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274951	
97928	"Loches, château et châtellenie"		"Loches, château et châtellenie"				France																	"POINT(0.99522 47.12858)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275035	
97931	"Loches, prévôté"		"Loches, prévôté"				France																	"POINT(0.99522 47.12858)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275074	
97933	"Lodève, chapitre cathédral"		"Lodève, chapitre cathédral"				France					chanoine												"POINT(3.31959 43.73178)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275116	
97935	"Lodève, couvent des Frères Mineurs"		"Lodève , couvent des Frères Mineurs"				France																	"POINT(3.31959 43.73178)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275128	
97936	"Lodève, diocèse"		"Lodève, diocèse"				France																	"POINT(3.31959 43.73178)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275140	
97947	"Lomagne, vicomté"		"Lomagne, vicomté"				France					vicomté												"POINT(1.5 43.5)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275407|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275454|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275485	
97950	"Lombardere (La), fief (de)"		"Lombardere (La), fief (de)"				France																									Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275522	
97952	"Londe (La), fief"		"Londe (La), fief"	"Londe-Récusson (La), fief"			France																	"POINT(0.7072668 49.61653)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275616	
97953	"Londe-Récusson (La), seigneurie"		"Londe-Récusson (La) , seigneurie"				France																	"POINT(0.7072668 49.61653)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275631	
97960	"Longchamp, abbaye (de)"		"Longchamp, abbaye (de)"	"Longus Campus|Longchamp-lès-Paris|Notre-Dame-lès-Saint-Cloud, monastère (de)|Longchamp, Clarisses"			France					"Longus Campus, près Saint-Cloud ou lès-Paris, O. M. (Clarisses)"												"POINT(2.286 48.86531)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275679|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e308432	
97962	"Longchamps, châtellenie"		"Longchamps, châtellenie"				France																	"POINT(1.62517 49.36115)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275808	
97963	"Longchamps-en-Lyons, foire et marché"		"Longchamps-en-Lyons, foire et marché"				France																	"POINT(1.62517 49.36115)"								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275820	
