"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	"link with organisation (Record relationship) H-ID"	"Relationship type"	"link with organisation (Record relationship) Record Title"	"link with organisation H-ID"	"Organisation Record Title"	"link with organisation Record Title"	"link with person (Record relationship) H-ID"	"Relationship type"	"link with person (Record relationship) Record Title"	"link with person H-ID"	"link with person Record Title"	"link_to_place (Record relationship) H-ID"	"Relationship type"	"link_to_place (Record relationship) Record Title"	"link_to_place H-ID"	"Place Record Title"	"link_to_place Record Title"	"link with subject (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with subject (Record relationship) Record Title"	"link with subject H-ID"	"Subject Record Title"	"link with subject Record Title"	"link with act (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with act (Record relationship) Record Title"	"link with act H-ID"	"link with act Record Title"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
83958	"Jean d'Haverskerque"	"Jean d'Haverskerque"				"seigneur de Watten"												104791	"a pour surnom"	"Jean d'Haverskerque | a pour surnom - > Haverskerque (Nord, Merville)"	83210	"Haverskerque (Nord, Merville)"	"Haverskerque (Nord, Merville)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257415						
83959	"Jean dit de Janville de Navarre"	"Jean dit de Janville de Navarre"				"fils naturel de Jean de Janville"												102997|104870	"a pour surnom|a pour surnom"	"Jean dit de Janville de Navarre | a pour surnom - > Navarre|Jean dit de Janville de Navarre | a pour surnom - > Janville (Eure-et-Loir, Chartres)"	98961|83569	"Navarre|Janville (Eure-et-Loir, Chartres)"	"Navarre|Janville (Eure-et-Loir, Chartres)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257431						
83960	"Jean d'Oiselay"	"Jean d'Oiselay"				"seigneur de Flagy, chevalier du roi"	322830|330204	"est sire / seigneur / dame de|est sire / seigneur / dame de"	"Jean d'Oiselay | est sire / seigneur / dame de - > Flagy, seigneurie|Jean d'Oiselay | est sire / seigneur / dame de - > Flagy, seigneurie"	96832|96832	"Flagy, seigneurie|Flagy, seigneurie"	"Flagy, seigneurie|Flagy, seigneurie"						103017	"a pour surnom"	"Jean d'Oiselay | a pour surnom - > Oiselay (Haute-Saône, Gy)"	99181	"Oiselay (Haute-Saône, Gy)"	"Oiselay (Haute-Saône, Gy)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257446						
83961	"Jean d'Orbais"	"Jean d'Orbais"				"chevalier, jadis étudiant à Paris"												103019|328950	"a pour surnom|est étudiant de"	"Jean d'Orbais | a pour surnom - > Orbais-l'Abbaye (Marne, Montmort)|Jean d'Orbais | est étudiant de - > Paris (Aude, Chalabre)"	99204|99348	"Orbais-l'Abbaye (Marne, Montmort)|Paris (Aude, Chalabre)"	"Orbais-l'Abbaye (Marne, Montmort)|Paris (Aude, Chalabre)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257461						
83962	"Jean d'Ormoy"	"Jean d'Ormoy"				écuyer												103598	"a pour surnom"	"Jean d'Ormoy | a pour surnom - > Ormoy (Essonne)"	85232	"Ormoy (Essonne)"	"Ormoy (Essonne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257476						
83963	"Jean d'Oudenarde"	"Jean d'Oudenarde"				"seigneur usufruitier de Rozoy-sur-Serre"	329951	"est seigneur usufruitier / dame usufruitière de"	"Jean d'Oudenarde | est seigneur usufruitier / dame usufruitière de - > Rozoy-sur-Serre, seigneurie"	100540	"Rozoy-sur-Serre, seigneurie"	"Rozoy-sur-Serre, seigneurie"						103601	"a pour surnom"	"Jean d'Oudenarde | a pour surnom - > Oudenarde"	85252	Oudenarde	Oudenarde																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257502						
83964	"Astruc d'en Abraham"	"Astruc d'en Abraham"				juif																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144290						
83965	"Jean d'Outre-Lys"	"Jean d'Outre-Lys"				"ses enfants"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257518						
83966	"Jean du Bignon (Me)"	"Jean du Bignon (Me)"				"jadis chanoine de Dol"	322514|331141	"est chanoine de|est chanoine de"	"Jean du Bignon (Me) | est chanoine de - > Dol, église cathédrale, chapitre|Jean du Bignon (Me) | est chanoine de - > Dol, église cathédrale, chapitre"	96495|96495	"Dol, église cathédrale, chapitre|Dol, église cathédrale, chapitre"	"Dol, église cathédrale, chapitre|Dol, église cathédrale, chapitre"						103330	"a pour surnom"	"Jean du Bignon (Me) | a pour surnom - > Bignon (Le) (Ille-et-Vilaine, Saint-Malo)"	102309	"Bignon (Le) (Ille-et-Vilaine, Saint-Malo)"	"Bignon (Le) (Ille-et-Vilaine, Saint-Malo)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257555						
83967	"Jean II du Châtel"	"Jean II du Châtel"				"seigneur de Nangis, chevalier"	321817|330262	"est seigneur / dame de|est sire / seigneur / dame de"	"Jean II du Châtel | est seigneur / dame de - > Châtel-de-Nangis (Le), seigneurie|Jean II du Châtel | est sire / seigneur / dame de - > Nangis, seigneurie"	95877|98896	"Châtel-de-Nangis (Le), seigneurie|Nangis, seigneurie"	"Châtel-de-Nangis (Le), seigneurie|Nangis, seigneurie"						321814	"a pour surnom"	"Jean II du Châtel | a pour surnom - > Châtel (Le) (Seine-et-Marne, Nangis)"	321813	"Châtel (Le) (Seine-et-Marne, Nangis)"	"Châtel (Le) (Seine-et-Marne, Nangis)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257570						
83968	"Jean du Châtel"	"Jean du Châtel"				"seigneur de Vienne, chevalier, cousin du précédent"	330287	"est sire / seigneur / dame de"	"Jean du Châtel | est sire / seigneur / dame de - > Vienne, seigneurie"	101953	"Vienne, seigneurie"	"Vienne, seigneurie"						321818	"a pour surnom"	"Jean du Châtel | a pour surnom - > Châtel (Le) (Seine-et-Marne, Nangis)"	321813	"Châtel (Le) (Seine-et-Marne, Nangis)"	"Châtel (Le) (Seine-et-Marne, Nangis)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257597						
83969	"Jean du Châtelet"	"Jean du Châtelet"				"seigneur de Vitry"												102626	"a pour surnom"	"Jean du Châtelet | a pour surnom - > Châtelet (Le) (Seine-et-Marne, Melun)"	95883	"Châtelet (Le) (Seine-et-Marne, Melun)"	"Châtelet (Le) (Seine-et-Marne, Melun)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257622						
83970	"Jean du Glat"	"Jean du Glat"				"de Limbrassac"												328511	"a pour surnom"	"Jean du Glat | a pour surnom - > Limbrassac (Ariège, Mirepoix)"	97863	"Limbrassac (Ariège, Mirepoix)"	"Limbrassac (Ariège, Mirepoix)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257637						
83971	"Jean du Jardin"	"Jean du Jardin"																102808	"a pour surnom"	"Jean du Jardin | a pour surnom - > Jardin (Le)"	97543	"Jardin (Le)"	"Jardin (Le)"																				"bourgeois de Gand"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257652						
83972	"Jean du Nuef-Markiet"	"Jean du Nuef-Markiet"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257667						
83973	"Jean du Poiz"	"Jean du Poiz"				"bourgeois de La Rochelle"												328764	"est bourgeois / bourgeoise / habitant / habitante de"	"Jean du Poiz | est bourgeois / bourgeoise / habitant / habitante de - > Rochelle (La) (Charente-Maritime)"	100333	"Rochelle (La) (Charente-Maritime)"	"Rochelle (La) (Charente-Maritime)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257682						
83974	"Jean du Pont"	"Jean du Pont"				"chapelain du roi"												326374	"est le surnom de"	"Pont (Le) | est le surnom de - > Jean du Pont"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257697						
83975	"Adenin de La Grange"	"Adenin de La Grange"				écuyer												104694	"a pour surnom"	"Adenin de La Grange | a pour surnom - > Grange (La) (Seine-et-Marne, Rozay-en-Brie)"	82739	"Grange (La) (Seine-et-Marne, Rozay-en-Brie)"	"Grange (La) (Seine-et-Marne, Rozay-en-Brie)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e133011						
83976	"Astruc de Sorgeriis"	"Astruc de Sorgeriis"				juif												326424	"est le surnom de"	"Sorgeriis | est le surnom de - > Astruc de Sorgeriis"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144305						
83977	"Jean du Poys"	"Jean du Poys"				"garde des châteaux du comté de Nevers"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257713						
83978	"Jean du Puits (Me)"	"Jean du Puits (Me)"																103094	"a pour surnom"	"Jean du Puits (Me) | a pour surnom - > Puits (Le)"	100124	"Puits (Le)"	"Puits (Le)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257728						
83979	"Jean du Saint-Esprit (Me)"	"Jean du Saint-Esprit (Me)"		"Johannes de Sancto Spiritu"		"chapelain dudit lieu, collecteur des annates"												326402	"est le surnom de"	"Saint-Esprit | est le surnom de - > Jean du Saint-Esprit (Me)"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257754						
83980	"Jean du Temple"	"Jean du Temple"				"notaire du roi"												326430	"est le surnom de"	"Temple (Le) | est le surnom de - > Jean du Temple"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257773						
83981	"Jean du Vivier"	"Jean du Vivier"																103306	"a pour surnom"	"Jean du Vivier | a pour surnom - > Vivier (Le) (Seine-et-Marne, Crécy-en-Brie)"	102127	"Vivier (Le) (Seine-et-Marne, Crécy-en-Brie)"	"Vivier (Le) (Seine-et-Marne, Crécy-en-Brie)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257784						
83982	"Jean d'Yèbles et sa femme"	"Jean d'Yèbles et sa femme"																104191	"a pour surnom"	"Jean d'Yèbles et sa femme | a pour surnom - > Yèbles (Seine-et-Marne)"	86973	"Yèbles (Seine-et-Marne)"	"Yèbles (Seine-et-Marne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257803						
83983	"Jean d'Yerres"	"Jean d'Yerres"				chevalier												104192	"a pour surnom"	"Jean d'Yerres | a pour surnom - > Yerres (Val-de-Marne)"	86977	"Yerres (Val-de-Marne)"	"Yerres (Val-de-Marne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257818						
83984	"Jean le Boucher"	"Jean le Boucher"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e258335						
83985	"Jean Van Hertsberg"	"Jean Van Hertsberg"				"échevin de Bruges"												104806|321133	"a pour surnom|est échevin de"	"Jean Van Hertsberg | a pour surnom - > Hertsberg|Jean Van Hertsberg | est échevin de - > Bruges"	83285|95227	Hertsberg|Bruges	Hertsberg|Bruges																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259407						
83986	Jeanne	Jeanne				"reine de France et de Navarre, comtesse de Champagne et de Brie, femme de Philippe le Bel"	321613|323166|329544|331198|331208	"est comte / comtesse de|est roi / reine de|est comte / comtesse de|est roi / reine de|est roi / reine de"	"Jeanne | est comte / comtesse de - > Champagne, comté|Jeanne | est roi / reine de - > France, royaume|Jeanne | est comte / comtesse de - > Champagne, comté|Jeanne | est roi / reine de - > France, royaume|Jeanne | est roi / reine de - > Navarre, royaume"	95718|96988|95718|96988|85108	"Champagne, comté|France, royaume|Champagne, comté|France, royaume|Navarre, royaume"	"Champagne, comté|France, royaume|Champagne, comté|France, royaume|Navarre, royaume"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259501						
83987	Astrugua	Astrugua				"juive de Béziers"												320081|329051	"est juif / juive de|est juif / juive de"	"Astrugua | est juif / juive de - > Béziers (Hérault)|Astrugua | est juif / juive de - > Béziers (Hérault)"	102264|102264	"Béziers (Hérault)|Béziers (Hérault)"	"Béziers (Hérault)|Béziers (Hérault)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144365						
83988	Jeanne	Jeanne				"comtesse d'Alençon et de Blois"	329425|329565	"est comte / comtesse de|est comte / comtesse de"	"Jeanne | est comte / comtesse de - > Alençon, comté|Jeanne | est comte / comtesse de - > Blois, comté"	102259|102361	"Alençon, comté|Blois, comté"	"Alençon, comté|Blois, comté"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259752						
83989	Jeanne	Jeanne				"comtesse de Nevers et de Rethel"	329513|329583	"est comte / comtesse de|est comte / comtesse de"	"Jeanne | est comte / comtesse de - > Nevers, comté|Jeanne | est comte / comtesse de - > Rethel, comté"	99029|100254	"Nevers, comté|Rethel, comté"	"Nevers, comté|Rethel, comté"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259763						
83990	Jeanne	Jeanne				"dame de Bois-Arnault, femme de Pierre de Moyaux"	320720|330006	"est seigneur / dame de|est sire / seigneur / dame de"	"Jeanne | est seigneur / dame de - > Bois-Arnault, seigneurie|Jeanne | est sire / seigneur / dame de - > Bois-Arnault, seigneurie"	102376|102376	"Bois-Arnault, seigneurie|Bois-Arnault, seigneurie"	"Bois-Arnault, seigneurie|Bois-Arnault, seigneurie"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259778						
83991	Jeanne	Jeanne				"dame de Viarmes"	330286	"est sire / seigneur / dame de"	"Jeanne | est sire / seigneur / dame de - > Viarmes, seigneurie"	86934	"Viarmes, seigneurie"	"Viarmes, seigneurie"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259793						
83992	Jeanne	Jeanne				"femme d'Adam le Wangue"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259805						
83993	Jeanne	Jeanne				"femme de Baudouin de Caumont"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259820						
83994	Jeanne	Jeanne				"femme de Bérenger de Seine, de Poissy"												328656	"a pour surnom"	"Jeanne | a pour surnom - > Poissy (Seine-et-Oise, Versailles)"	99867	"Poissy (Seine-et-Oise, Versailles)"	"Poissy (Seine-et-Oise, Versailles)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259835						
83995	Jeanne	Jeanne				"femme de Bernard Amoros"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259850						
83996	Jeanne	Jeanne				"femme de Geoffroi Cocatrix"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259865						
83997	Jeanne	Jeanne				"femme de Gilles de Clary"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259880						
83998	"Astrugua de Provence"	"Astrugua de Provence"				"autrement dite Léone, juive"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144380						
83999	Jeanne	Jeanne				"femme de Guiard de Fontenay"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259896						
84000	Jeanne	Jeanne				"femme de Guillaume, sire de Moussy-le-Vieux"	330082	"est sire / seigneur / dame de"	"Jeanne | est sire / seigneur / dame de - > Moussy-le-Vieux, chapelle, lieuxdits, manoir et seigneurie"	98861	"Moussy-le-Vieux, chapelle, lieuxdits, manoir et seigneurie"	"Moussy-le-Vieux, chapelle, lieuxdits, manoir et seigneurie"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259914						
84001	Jeanne	Jeanne				"femme de Guillaume de Charny"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259929						
84002	Jeanne	Jeanne				"femme de Guillaume de Puiseaux"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259944						
84003	Jeanne	Jeanne				"femme de Jacques Jeune"												322806	"est natif / native de"	"Jeanne | est natif / native de - > Figeac (Lot)"	96815	"Figeac (Lot)"	"Figeac (Lot)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259955						
84004	Jeanne	Jeanne				"femme de Jean Baril"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259970						
84005	Jeanne	Jeanne				"femme de Jean de Chambly"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259986						
84006	Jeanne	Jeanne				"femme de Jean de Courpalay"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e259997						
84007	Jeanne	Jeanne				"femme de Jean de La Roche-Contrade"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260015						
84008	Jeanne	Jeanne				"femme de Jean de Pomponne"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260030						
84009	"Athon de Salvagnac (frère)"	"Athon de Salvagnac (frère)"				"précepteur des maisons du Temple de Lacapelle-Livron et de Carnac"	323971|329865	"est précepteur de|est précepteur de"	"Athon de Salvagnac (frère) | est précepteur de - > Lacapelle-Livron, maison du Temple|Athon de Salvagnac (frère) | est précepteur de - > Lacapelle-Livron, maison du Temple"	97617|97617	"Lacapelle-Livron, maison du Temple|Lacapelle-Livron, maison du Temple"	"Lacapelle-Livron, maison du Temple|Lacapelle-Livron, maison du Temple"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144459						
84010	"Jeanne (ou Jeannette)"	"Jeanne (ou Jeannette)"				"femme de Jean de Saint-Germain, bourgeoise royale de Paris"												328873	"est bourgeois royal / bourgeoise royale de"	"Jeanne (ou Jeannette) | est bourgeois royal / bourgeoise royale de - > Paris (Aude, Chalabre)"	99348	"Paris (Aude, Chalabre)"	"Paris (Aude, Chalabre)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260051						
84011	Jeanne	Jeanne				"femme de Jean de Varennes"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260069						
84012	Jeanne	Jeanne				"femme de Jean Festu"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260081						
84013	Jeanne	Jeanne				"femme de Jean l'Abbé"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260096						
84014	Jeanne	Jeanne				"femme de Jean Rahier"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260111						
84015	Jeanne	Jeanne				"femme de Laurent Nouvel"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260126						
84016	Jeanne	Jeanne				"femme d'Enguerrand de Marigny, mère de Louis de Marigny"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260141						
84017	"Jeanne (r)menovilla"	"Jeanne (r)menovilla"				"femme de Nicolas de He(r)menovilla"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260152						
84018	Jeanne	Jeanne				"femme de Nicolas le Barbier"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260171						
84021	Jeanne	Jeanne				"femme de Raoul de Presles"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260197						
84022	Jeanne	Jeanne				"femme de Raoul de Soissons"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260208						
84023	Jeanne	Jeanne				"femme de Richard Godard"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260223						
84024	Jeanne	Jeanne				"femme de Robert de Rapentigum"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260238						
84025	Jeanne	Jeanne				"femme de Simon de Massy"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260254						
84026	Jeanne	Jeanne				"femme du comte de Bar"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260269						
84027	Jeanne	Jeanne				"fille d'Adam Chrétien, de Nemours"												328657	"a pour surnom"	"Jeanne | a pour surnom - > Nemours (Seine-et-Marne, Melun)"	98977	"Nemours (Seine-et-Marne, Melun)"	"Nemours (Seine-et-Marne, Melun)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260280						
84028	Jeanne	Jeanne				"fille d'Adam de Luquy"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260295						
84029	Jeanne	Jeanne				"fille d'Adam le Carpentier"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260310						
84030	Jeanne	Jeanne				"fille d'Arthur II, duc de Bretagne, et d'Iolande de Dreux"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e260325						
84031	"Aubert (Simon)"	"Aubert (Simon)"				"du Val-Gilles"												329193	"est originaire de / a été habitant de"	"Aubert (Simon) | est originaire de / a été habitant de - > Val-Gilles (Le) (Seine-Maritime, Bellencombre)"	101725	"Val-Gilles (Le) (Seine-Maritime, Bellencombre)"	"Val-Gilles (Le) (Seine-Maritime, Bellencombre)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144539						
